361	360	0	0	1579.76	-27.5752
343	217	94	156	1579.76	-27.5752
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
343	217	94	156	115.773	-54.2012
